id,opinion_0,opinion_1,opinion_2,opinion_3,opinion_4,opinion_5,opinion_6
0.0,-0.48766674159314105,-0.0576689191765829,-0.7009624680788618,-0.7887584198005295,-0.911501319238994,-0.36558615926738125,-0.34961137094935757
1.0,0.0046599069240220725,-0.6760906356889467,-0.09893853660208585,-0.6079783703158697,-0.7654158178318196,-0.7773389712981866,-0.7244265478960557
2.0,-0.21293044557670116,-0.21523539268146807,0.5301798441367649,0.6137478736268795,-0.9727585659606472,0.8698389208621375,-0.7417742142147956
3.0,0.01079344304653973,-0.622261191180647,0.9462891637035804,0.28319985909394263,0.38730996932488937,-0.0165204303834956,0.8804109263151347
4.0,-0.575681578737059,0.7911329837203698,-0.483444328004176,0.8956277309257097,0.19506694747843834,-0.8319737572527768,0.25478578361331516
5.0,-0.692757407955976,0.7088104805679312,-0.6406611709141501,-0.07687374430330451,-0.7491083302537622,0.40201116130127446,0.49740030853865247
6.0,0.7828152506808266,-0.9324139150396853,0.8715758763236645,0.8921743121312533,0.7066776022270924,-0.9438042777235309,-0.7691265637191929
7.0,-0.9000294681976586,0.07238102452468387,-0.1447441566733132,0.8656067944649635,-0.7080570773805932,-0.14378429517308522,-0.01578074979550781
8.0,-0.11409003574931464,-0.2759005182491181,-0.07399754239411771,0.4632420921369651,-0.9526575657468588,0.42383371119437996,0.5272114513790866
9.0,-0.3705334314003428,0.3433332112924792,0.27376576806180886,-0.8401653658183514,0.23708446593575516,0.8029846895613386,-0.5486657270070028
10.0,0.27403765245335143,-0.8078767539327323,0.7073372459548843,-0.010697425219303947,-0.05218316889744967,0.4199537767190129,0.13545254790116434
11.0,0.555347777311423,0.4043677755873827,-0.7271838210323813,-0.6263536491644863,0.7428839525296662,-0.24744450750528602,-0.09648841759459525
12.0,-0.7820910234993359,-0.7863979150559379,-0.35012107242415236,0.26010196426997867,0.1231346058742373,-0.3805220408487555,-0.7272634240715208
13.0,-0.5200143180153898,-0.1758099483519724,0.23244810307992259,-0.48014212430289493,0.3357048328325365,-0.9697994504549554,0.07258749630219308
14.0,-0.27870946358635074,0.37430312788427944,-0.5175483336317286,0.8088073270730167,-0.0674222284679149,-0.06296557138263248,0.5328797012188737
15.0,0.9130826552809215,-0.3731369197075718,-0.030026420005296428,0.6792404501253742,-0.7865280968192239,-0.582779703897025,0.6165886247310597
16.0,-0.1771796767319993,0.8695745265721808,0.2966039089397505,-0.3462780340732343,0.11894135691340657,-0.7942893270908313,0.6773215950909608
17.0,-0.45693440521775286,0.7360412950078254,0.5796889317947658,-0.5810328602496206,0.0873832335287188,0.6481944668834005,-0.24428061874159512
