id,opinion_0,opinion_1
0.0,-0.685312033564605,0.6327194462028314
1.0,-0.3154757712901537,-0.7256484400127212
2.0,-0.4653548324617871,0.9883208234312226
3.0,0.9417877636479965,-0.8053360683998221
4.0,-0.84321095572727,-0.3659653604217561
5.0,0.0754049706444424,0.9433944839008332
6.0,-0.39409459640568234,-0.22345431752030454
7.0,0.7744308954125649,-0.13979347525861407
8.0,-0.5496386887572808,-0.1970400336039695
9.0,0.9166738650839419,0.16483929149133436
10.0,0.43851020448122346,0.677691224274275
11.0,0.5040322829883217,-0.8484934396921486
12.0,-0.517422964061004,0.9168946719781967
13.0,-0.6250301806481318,-0.7331025408745226
14.0,0.8012078193786862,-0.7672383332148986
15.0,-0.4027805327570768,0.5745769517344743
16.0,0.42843524191781723,0.17910789266790927
17.0,-0.40581639567631966,0.44578599256796014
18.0,0.4681815656893127,0.04077088138034135
19.0,-0.976920659488496,-0.7328993447125771
20.0,0.6327188552407099,0.33152873251288417
21.0,-0.11395750959455508,-0.24719709721681582
22.0,-0.20776879900983336,0.84898340754419
23.0,-0.8875747454115885,0.8585019939916823
24.0,-0.11561754397381585,0.29496832290817676
25.0,0.273540946075447,0.6778450118103514
26.0,-0.7798311364964405,-0.24294392460853298
27.0,0.4753731394523901,0.34383571857323414
28.0,0.9485367844989416,0.535060488937263
29.0,-0.002235227747460211,0.7817601043100189
30.0,-0.9726271680394853,-0.2575390748747306
31.0,-0.6691259992878071,0.09859137718608824
32.0,-0.09401990201482735,-0.0619251157068772
33.0,-0.5006903231416551,0.2919165077281016
34.0,0.687178893705751,0.5847820489335376
35.0,-0.9029649063622713,-0.46544334700294887
36.0,0.9613434223452366,-0.19418797032717605
37.0,0.6217884765348944,0.5592281354149296
38.0,0.7582141072521869,-0.6121968279667445
39.0,0.7577880140047366,-0.45947245129279124
40.0,0.8640332638133887,-0.4738180709298383
41.0,-0.5223239096769543,0.6322101578506096
42.0,0.9175056930714662,-0.4834802790345303
43.0,0.2566497308046176,0.9733465595494064
44.0,0.08772621156087768,-0.44379229073783377
45.0,-0.0463502213646525,-0.37924024442233106
46.0,0.5137296343397209,-0.11722328958747141
