,id,opinion_0,opinion_1
0,0.0,0.661856992618771,0.5507971675699483
1,1.0,0.3993607136302315,0.32798046305263195
2,2.0,-0.01096661709431035,-0.5181197769897861
3,3.0,-0.25670956419448876,-0.3615733844312645
4,4.0,-0.7888900215025509,0.513721884851146
5,5.0,-0.4817480029014114,0.3373643291473274
6,6.0,0.10281455432475939,-0.07176465711535096
7,7.0,0.28434139492985255,0.22549034945147084
8,8.0,-0.6620208449669134,-0.005772736523415922
9,9.0,-0.366028269853506,-0.7653818233406757
10,10.0,0.6305478829053779,-0.3113956570991441
11,11.0,-0.4582767978209723,0.48310871188907534
12,12.0,-0.48451300933806496,0.5715968520507084
13,13.0,-0.1549563601131949,0.49667108861963016
14,14.0,-0.07517984786888054,0.32530243692654537
15,15.0,-0.742560236465537,0.4717879773227407
16,16.0,-0.569439724125496,-0.6639890484811644
17,17.0,0.17630088589602133,-0.9293849374033307
18,18.0,0.923789911599626,0.4326331005625845
19,19.0,-0.7408175236863677,0.19513337860444668
20,20.0,-0.743883576332341,-0.3819138094590864
21,21.0,-0.9110631296119751,0.8548663642989129
22,22.0,0.5942892881697996,-0.09658784592106051
23,23.0,0.7996449870013964,0.9306832892340224
24,24.0,-0.9088286909876457,0.208473819780445
25,25.0,0.28525752519234127,-0.9192402375350897
26,26.0,-0.6530119264954657,0.24519051154034233
27,27.0,0.5897438927764065,0.70359433224833
28,28.0,0.4400940189600626,0.38543530645764323
29,29.0,0.07836791623380956,-0.6285797812834741
30,30.0,0.5535515158199857,0.05994266435209372
31,31.0,-0.6524938400018416,0.8803956591483195
32,32.0,0.7890692008293987,-0.8325694402844919
33,33.0,0.3623275669184012,-0.44020496631561157
34,34.0,-0.35827976776211923,-0.8267803085817751
35,35.0,-0.8555022590363885,-0.888987533328458
36,36.0,0.8227317469373647,0.25928531207091776
37,37.0,-0.00690268021229401,0.519087368073994
38,38.0,0.5924597667329854,0.7709242148536386
39,39.0,0.9386872989070423,0.9821803166403296
40,40.0,-0.7465114445559662,0.4334880514428574
41,41.0,-0.11239165148351082,-0.24147483774010303
42,42.0,-0.05331967398801174,-0.390651766056332
43,43.0,-0.6278919853050742,-0.46819648507149947
44,44.0,0.013485067424777952,-0.7654014687849833
45,45.0,-0.18196050119210705,-0.4537084215388203
46,46.0,0.4386833472304241,0.500882752708609
47,47.0,-0.8346250826536787,0.6213094338985434
48,48.0,0.2589566612389693,-0.3842245736674632
49,49.0,-0.33335127643656093,-0.9616060510719702
50,50.0,0.0915581816518356,-0.2734635361615274
51,51.0,-0.5897714170453758,0.17119870035377183
52,52.0,-0.6209426907823992,-0.15583129522297812
53,53.0,0.09885447839609962,0.016898225869633965
54,54.0,-0.5511761414231582,-0.5911281131568997
55,55.0,-0.5928801723254025,0.1801188749625271
56,56.0,0.5443889851358805,-0.4492326641808566
57,57.0,-0.37989738403987605,0.24517007318642436
58,58.0,-0.7583560544065195,-0.5778620993035841
59,59.0,-0.0832370150161934,0.2758364235263231
60,60.0,-0.23191450680904135,-0.3443382448674783
61,61.0,-0.193673519910468,0.2906141990732536
62,62.0,0.11247889758612506,0.8952632183967539
63,63.0,-0.19859948135003935,-0.40172866628947257
64,64.0,0.9803414911717869,0.8531096167889571
65,65.0,0.3080214936760639,0.2860707037361596
66,66.0,-0.6676553951390805,-0.6274249908955774
67,67.0,-0.6671938058616547,0.2579976734374805
68,68.0,-0.5244053848543755,0.6233408444017712
69,69.0,-0.3264202551682298,-0.13345834895292397
70,70.0,0.02085488537378133,0.904131884712583
71,71.0,0.5700699061408785,-0.6258469103895763
72,72.0,0.7124940778404019,-0.0938966908789951
73,73.0,-0.903915349071799,0.8871906088073129
74,74.0,0.664929647397382,-0.5438686359064435
75,75.0,-0.8675176137237779,-0.09496388458405103
76,76.0,0.5014597445810833,0.16100616468362983
77,77.0,-0.10219684692094844,-0.2534891729308604
78,78.0,0.6510495634684548,-0.39053350644644724
79,79.0,-0.05683120627414828,-0.5986471077968625
80,80.0,-0.8769363799369749,-0.3478303706597283
81,81.0,0.9281636881839554,0.3355066438917149
82,82.0,0.670679740706031,0.4587030809324939
83,83.0,-0.503895263323465,0.9043602900406302
