id,opinion_0,opinion_1,opinion_2
0.0,-0.5773449867123315,0.06823606318179332,0.16597799220197196
1.0,0.05845353757863614,0.3376042885043189,-0.45491387292461627
2.0,0.8756787713943375,-0.6744639352170372,-0.9056275329072088
3.0,-0.9508842707935363,-0.9297261028052652,0.22289751480306919
4.0,-0.9975063708856804,-0.6265031734204025,0.09300558492795519
5.0,0.12827662467400458,-0.06589205333555759,-0.5895741264760039
6.0,0.6611446132792556,-0.4992912548126509,0.9443753659234126
7.0,0.6666639386388014,-0.6269672005812961,-0.7627214784180292
8.0,-0.23338048449048077,0.8191779603213787,0.8899845161276332
9.0,0.5555790756667613,0.27894353210933054,0.6660830314433726
10.0,-0.750488808123148,-0.6205696163548622,-0.01577874942785118
11.0,-0.38323863918676526,0.8625978890239643,-0.08977190368023091
12.0,-0.6531757190694156,-0.2800215200805185,-0.957993490257184
13.0,-0.41978346214959883,-0.48194894868783367,0.9600766703784276
14.0,0.6708701619270323,-0.7629898275217137,0.6582264176018751
15.0,-0.4213160296996661,0.4792017314426704,0.1483105970609513
16.0,-0.34178485699634154,0.13579942527172562,-0.7671186518889443
17.0,0.562608052293978,-0.06850251534941298,-0.2265840842686233
18.0,-0.23530956517156665,-0.787119629439021,0.7536521258540059
19.0,-0.6276459996678307,-0.6422275900441337,-0.5275597791775954
20.0,-0.1704044223095409,0.6915793040597944,0.8664543967180709
21.0,-0.6488139008877281,0.03692078379261088,0.915272027185871
22.0,-0.4154079776842059,0.6348346282893207,-0.3065562946107252
23.0,0.6777818912295834,0.7890132331112385,-0.6071636080379734
24.0,0.17707246384332676,-0.3436035339862875,0.5187352568727914
25.0,0.7024417134575407,0.8458088852040697,0.9616654585512587
26.0,0.3094786895581094,0.8772770562739187,0.7916500706680709
27.0,-0.8332133037833842,0.4426796398820947,-0.6653457945550758
28.0,-0.8911250805640463,-0.12475517905432199,0.2743627997263425
29.0,0.9463615511501606,0.9713539737984618,-0.02730716447968118
30.0,-0.7221890192670237,-0.7479184254110136,0.7198050820423703
31.0,-0.3448352500166785,0.6782248626131107,0.3453524086304296
32.0,-0.20420303668090445,-0.3238499450031209,-0.8055503706590372
33.0,-0.511470564691515,0.2156398918977811,0.6338678556947275
34.0,-0.8417738383858673,-0.04625837566411217,0.7091310031352209
35.0,-0.40931413191173394,-0.2672153152361725,-0.24568439674031683
36.0,-0.8843584939991622,-0.23277959004612647,0.22597526458561368
37.0,-0.10543716238842893,-0.4995595022477697,-0.32902496147278915
38.0,0.17319435583615772,0.5322569874314484,-0.1239340720424913
39.0,0.13065235892023064,0.15836080556200716,-0.17647687882253993
40.0,0.7846836459877797,-0.35131497359902597,-0.45842739319515147
41.0,-0.18455956619713598,0.5039622966162725,0.28373620629268137
42.0,0.8739466211605933,0.2461649729747697,-0.018771871319472444
43.0,0.6001920826257627,-0.19441997392368093,-0.02411037746866662
44.0,0.9003597017874072,0.027755128368424753,0.3370174675530424
45.0,0.8395384620138593,-0.5748452216453293,0.4182151109803951
46.0,0.421012481510856,0.5483230321121288,-0.5942127366887529
47.0,0.929203383504267,-0.6161292717041713,0.8129880033434447
