id,opinion_0,opinion_1,opinion_2,opinion_3,opinion_4,opinion_5,opinion_6
0.0,-0.6301225097819658,0.60016569849209,0.06506024997917859,0.21812579533188003,0.8929842605740703,0.7910117726844603,-0.7915959964920445
1.0,-0.5088722252685711,0.5845267801603597,-0.1442490952345723,0.6046651139530861,0.7893131201196502,0.18922061732479634,-0.1995943175835997
2.0,-0.2086940290332362,0.07849056580306368,-0.10080756227752352,-0.8318569411851273,-0.8048760482578976,0.5964140359845547,-0.9380527375855587
3.0,0.0726431623109618,-0.9431103762537858,-0.7081466433898136,-0.8417639945212154,-0.4102130713968506,-0.585976372791416,0.18726519527365038
4.0,-0.6519423916085922,0.42345659979759787,0.41655652918026975,0.15978526662238135,-0.9912445380203185,0.9305678230096153,-0.12686427080535956
5.0,0.3935158920487394,-0.5244290101172948,0.13043109080450632,0.11937082339197458,0.05921731696966037,0.07233227876927528,-0.44423207897776673
6.0,-0.030660299877933284,0.8897197811285855,-0.5872205166089695,0.9904847326091655,0.7662823520148119,0.19465171488606425,-0.8111912934375036
7.0,-0.7807782553209142,0.15193919019010216,-0.8260303682461367,-0.21851232536612075,0.2986957159617267,-0.2944895245972001,0.8205243812034015
8.0,-0.2449474883512388,0.14387530799073533,-0.4472079421297992,-0.4186431845668508,-0.8192876967806078,-0.5123154145443687,0.4527499722173065
9.0,-0.3938259236112036,-0.637129038003807,-0.3891199601585571,-0.9618601479123439,-0.6344736120131864,-0.43694451518351207,-0.7980646410671943
10.0,0.07297980794913994,0.43829662034774297,0.19488379161689995,-0.801118175515344,0.4306437862347019,-0.4449265780401417,-0.751963106167632
11.0,0.43683579943121664,-0.6832807260938969,0.43255975734602337,-0.6271923449608932,-0.4864784450262203,-0.5755047940454745,-0.6849648314739405
12.0,0.8914872226818369,-0.2752832534572969,-0.8651850718385921,0.2359624345343263,0.06450279216993415,-0.705726648034444,0.8986018393088449
13.0,-0.9124624447502065,0.9082121852124532,0.7744920024229334,-0.9653358560644261,0.008199331901030504,-0.8253097785596648,-0.2378411082224845
14.0,-0.11947541674159878,0.01717621295937355,-0.3440463719125486,0.38837014946217496,-0.1529651137705752,-0.20448580613540424,-0.46150183190423033
15.0,0.9088903973910178,0.08559541564905548,0.1936203002665644,-0.09864973049630099,0.5952440362218603,0.26467433622952474,-0.5571215580031537
16.0,0.06614948434751455,0.018713808589605918,-0.5666656640587204,0.46819786670234964,-0.6462403122963238,0.9526265740334876,0.281074533496666
17.0,-0.1419947569680784,-0.7781106970354799,-0.9007559155066465,0.9764432331470501,0.02116034207051487,0.11036380126419187,-0.25089928468949596
18.0,-0.7678091741729287,0.3840853374427644,-0.3862874057857657,-0.4051506153054556,0.9528303612523574,0.03565650341454907,-0.5963552359339166
19.0,0.8742337058984593,-0.2755566822021045,-0.4107751745588919,-0.12013399008683878,-0.8747509573738772,-0.919371597406351,-0.0028872188615518546
20.0,0.33967516172047296,0.3221333536229998,-0.7385821228975178,0.6744480126264354,0.16803492721232782,-0.8455837845892797,-0.8655769594830935
21.0,0.39100848162351576,-0.9262163670058894,-0.08346446965237253,0.4746702207722464,0.3845145961911929,0.02469570353860484,-0.5760269952644064
22.0,0.10085305958787627,0.6682975916990677,0.5744542509522925,0.24298526668469567,0.4612595998319966,-0.6107477329894795,0.5851845111722942
23.0,0.1466052827129014,0.9013997394521318,0.8512393731423433,-0.5815365105163524,0.09810052271397018,-0.7340666059626193,0.6805829862772332
24.0,0.11961151321036789,0.30346527199463025,0.09779655813213495,0.13289834519203048,-0.37726682861042793,0.015138211303910687,-0.7186226866261984
25.0,0.8620672482981395,-0.900829206658645,-0.36284556724898365,-0.43757392695331565,-0.4091354375797751,-0.8119734652704444,-0.2272297058309849
26.0,-0.4323642886343886,-0.7702946280006218,0.5160909590391334,0.09091033471369259,-0.5341118729261389,0.7356251460031384,-0.09916650027885598
27.0,0.37867529049153603,0.7262902427650584,-0.4008181985600545,-0.40689566596747406,0.8004832148137315,-0.6930035832770234,0.9542630424224228
28.0,-0.45422572765539937,-0.8268910608331743,-0.6915490053863642,-0.5754816707020063,-0.2805960726839851,-0.9550620551385902,0.5821985629860364
29.0,0.1416663427749143,-0.16002716623173585,0.6632900177528349,-0.3480463940351153,0.6990129415266202,-0.9203347173575109,0.990904407088508
30.0,0.8503397702826543,-0.5179112537324035,-0.18314336228797368,-0.8919141637492356,-0.873656013004694,-0.5713634941599361,0.13924434585247258
31.0,0.8020034024665139,0.43197853979071565,-0.43695945966931427,0.0653606566425029,-0.38722994124818055,0.5584915277172822,0.18016648743050268
32.0,-0.7483032414198272,0.3172443850311939,-0.13561479331457837,-0.43117894941541524,-0.8527842254175213,-0.8737230216721319,0.47820698267976214
33.0,-0.8693948540941663,0.8373865827881459,-0.3294468677684277,0.44753603295826405,-0.16531550740888612,0.7044689233992847,-0.9203086692423799
34.0,0.5547612574917447,0.3950261649807967,-0.2523540336885517,-0.1505028572406082,0.5442518382903685,-0.14905727360112153,0.24593648852658911
35.0,0.2534922529144692,0.424325791153078,0.8718793750262961,-0.7970509940903232,-0.5362475361851295,0.1005289431525338,0.4150397636304177
36.0,0.43970247145053465,-0.42032779146605503,-0.7824293295916058,0.19632104012998686,0.9599163003675029,-0.29512047433402855,0.03816886384129048
37.0,-0.270459526358777,-0.5379987488561868,-0.7387233573608116,-0.014936451897796132,-0.21566810960682425,-0.8320878003646843,-0.0810721015006397
38.0,0.34049119693753105,-0.037268121434876456,-0.9418218942561922,-0.49176723240429077,-0.6704408139552958,0.7455534359974805,0.43277885621079126
39.0,-0.8599927937710639,0.8675807229226176,-0.42108459980109814,0.26212164094095103,-0.14602485513893737,-0.10131869313707176,-0.8529037900353522
40.0,0.35206565375739696,-0.8095188155128885,0.6665228697577676,-0.621912626412017,0.6547772071465907,-0.19012188813759368,-0.9354659283050331
41.0,-0.7774631159664602,0.9540252330491727,0.3648966323873477,0.5516722676396009,-0.1538669241979156,-0.6081693917961359,0.35373793168728795
42.0,-0.3965324712051075,0.44670965635715154,0.22182603363191555,0.9933666791290816,0.8279282791198617,-0.4187247102219702,0.044223905898063354
43.0,-0.6559006347408263,0.03678388814465716,-0.9424283608732198,0.9290595380747035,0.06491099028214564,-0.21211631108218376,-0.45722046006491723
44.0,-0.825467144833115,0.434317259041028,-0.19654480204096725,0.367877889568188,-0.6962784009026934,0.07832378188246047,-0.15531635344833794
45.0,0.8234786084292314,0.02636607948215297,0.9922367745787419,-0.6164409862405449,-0.9424887846778154,-0.960818501665794,0.283536448798523
46.0,-0.7708923318547738,-0.5691099132415545,-0.13164995510787625,-0.0937109428841687,0.2738663758205151,0.30940405109260904,-0.8317770379542762
47.0,-0.6723734377881438,-0.36760590084380373,-0.4722577529772063,0.14984849705906922,0.36534222133646743,-0.5451892043737059,0.7628089301087919
48.0,0.36897384950183376,0.11137494457080788,0.17400926504823366,0.332938737663242,0.1917319176043426,-0.8464326583036483,0.6526530900928134
49.0,0.34551644463620934,-0.458567699137723,0.4709024724890818,0.25644978655416306,-0.59152494349735,0.877247752997536,-0.725804185668071
50.0,0.5425325634546243,-0.23296921344418342,-0.6637141975535821,-0.4828935830383041,-0.6371447049683303,0.700004366808326,-0.12830937593316327
51.0,-0.15381778765122944,0.9905370288323996,0.8808475787643593,-0.9074317597400738,0.44145770989680444,0.40248445088960727,-0.08806143421544177
52.0,-0.808055203644255,-0.5197030158345177,0.2553389415913285,0.49101795454229324,0.7060205463885372,-0.47214891568873174,-0.4430763562669726
53.0,-0.789741399196425,0.36821416237259674,-0.055852167471105885,-0.999104190833046,0.6932492482000103,0.5229416191438139,0.8365859645524729
54.0,0.5260374029374826,-0.3754893658642009,-0.17921680213855007,-0.9163540056113986,-0.2507835286858484,0.3752842421421301,-0.9022065416301637
55.0,0.22512935383701604,-0.6911611434228797,0.18528030242607185,-0.4388906501921157,0.7356889082970057,0.004002979773445325,-0.8305481484721631
56.0,-0.7656687296828841,0.12689230607437163,0.2875651447206702,0.7286808196721073,0.16200516366042894,-0.4853026538539553,0.7431125320055052
57.0,-0.62362859095593,0.7146651532467303,0.6953695735033163,-0.5864539543510576,0.3108485352559842,-0.2153051912759787,0.7912154037492807
58.0,0.6435212569405948,0.1191440174363092,-0.33621615691207185,-0.23048795647422793,0.38334624273014506,-0.393861042386771,0.15895150531172697
59.0,0.1937446929002422,-0.5708564732603054,-0.4009190772084852,-0.9453168076670493,0.8279856315228336,-0.24136079517971543,0.06565785710770355
60.0,-0.3841264352966063,0.25000913920073375,0.7550248233092693,0.11232743371974463,-0.28804160231267706,0.8212995833230741,0.643921367445615
61.0,0.7832454263613202,0.30329881110962864,0.8269413861776216,-0.5791333203487448,0.5247261920793704,-0.92831066736008,-0.5697547169338686
62.0,0.5636030822218157,0.8562258433126155,-0.12428378353854663,0.32043865966716245,-0.3340346185484442,-0.2944747986976639,0.7404239523462146
63.0,-0.9579948545177597,-0.7858195480094086,0.05674852561027133,0.8506869295816588,-0.33383570611123736,0.9082248242620197,0.6514510881959148
64.0,-0.1660361477856489,-0.22023671368008846,0.30056651892315367,0.5936634070799884,-0.3171668649926247,0.012825449578169668,0.0604239439028782
65.0,0.9433275372763983,0.06178274241704429,-0.07661688088201246,0.7699059228170899,-0.6228191970796839,0.6536480615433162,-0.6376522707398848
