,id,opinion_0,opinion_1,opinion_2,opinion_3,opinion_4,opinion_5,opinion_6
0,0.0,-0.5884725184110924,-0.683687922967541,-0.853923488559414,0.6164838970114941,0.9672265583283401,-0.5428786935830705,-0.9130096614281356
1,1.0,-0.989341876119278,-0.32367050994149316,-0.8925419597354289,-0.2678508007915079,-0.6244203546490101,0.18292227643775116,-0.4105731106016697
2,2.0,0.8130608782936859,-0.9817793241051689,0.8123472481277716,-0.02985191530596243,0.846007346527895,-0.31280602188127804,0.4621854164525383
3,3.0,-0.0459431349442303,0.7707419832187365,-0.7457117607858252,-0.2898250211650786,0.042418854034392384,0.19592822256098752,-0.4990585118486819
4,4.0,0.9206785637080457,0.07457563658373934,0.018255056634906897,-0.12532148166967683,0.8531212726805526,-0.8188080350760203,-0.9461425914198771
5,5.0,0.7691363671704072,0.03038511398527688,0.9323439009177692,-0.3613181693023857,-0.470527418289276,-0.3067364697918926,0.935626417290857
6,6.0,0.2649862918742514,0.6551762988318426,0.8009502675373812,0.1506626911696367,-0.3467841980912405,0.7325089793598005,-0.7608074563870642
7,7.0,0.05053291270196292,-0.03199874484949561,0.6132472689150603,0.6520365254169387,0.0916894264171888,-0.07469266559827381,0.2986717715339229
8,8.0,-0.3744030982056832,-0.9006444896544139,-0.2145056172460773,-0.4020627917976869,-0.47863935531778146,0.8199797285506669,-0.6059600288572
9,9.0,0.6685822551907823,0.21900152820119412,-0.5277295748706063,-0.6455606735280275,0.022156380092019923,0.33378280283239525,-0.06947592499593136
10,10.0,0.23058486806961143,-0.02711206575710201,-0.9973496063086491,-0.7072463669166047,0.9229658704137154,0.6688214201417539,0.9898677821321282
11,11.0,-0.7769535939656758,0.7714122009098998,0.6877828221255413,0.6143186750018861,0.3704068134318612,-0.9445501884837042,-0.4518824601850304
12,12.0,0.9211468712648467,0.9940802142411667,-0.7609560454498063,-0.1716453848833015,-0.2097870210456172,0.3416364310401112,0.2056966709325061
13,13.0,0.6709273265883695,0.19513349166105076,-0.11145544231704041,-0.2981580257855432,0.20971390408344392,0.7348238976754684,-0.9890403345835452
14,14.0,-0.914608553552531,0.04371777184196701,0.5213140395343541,0.03587736243083417,0.19582257067976871,-0.6168703435622247,-0.14755965671155846
15,15.0,0.376889342796215,0.36112332091205923,-0.22867509113543472,-0.2900972193622584,0.664921125972703,0.23736420472119346,-0.7276990621176502
16,16.0,0.32000068893674505,0.724285901798891,-0.8408709623846342,0.8533523814895398,0.5523044662872718,0.8126125798701644,-0.17287801873309272
17,17.0,-0.4714419365257059,-0.7133662044834934,-0.0498362630710345,-0.15954603776221354,0.3471304083891871,0.6208104798719181,-0.25347261814485256
18,18.0,0.20586061806384293,0.7327745526544946,-0.8353170039382467,0.8140962611707176,-0.23645385453399959,-0.5707319908452015,0.7704834385319137
19,19.0,0.03197921856472141,0.8864598318524022,-0.2312830763193332,0.8599054861174213,-0.20803324725715377,0.12521171749373128,0.21836603100180874
20,20.0,0.8979578159430253,0.7396632890847239,-0.41060728606979824,-0.8182367570029851,-0.5849075603199032,0.5929230955752862,0.7276308792805346
21,21.0,-0.10197297592978494,-0.5813693119823611,0.0026612364322922133,0.2186007159391854,0.6056508870093829,0.6613244604663588,0.04599043308080919
22,22.0,-0.2912711085941917,-0.5926677837198175,0.9606481144414156,0.7427921661152208,-0.28149648210009937,-0.21709575181630036,0.24669694311989576
23,23.0,0.41581033644978826,-0.2457855238626656,-0.7466502575147997,0.006101196254659325,-0.3444090279062886,-0.5119440599971701,-0.049105690933870516
24,24.0,-0.5531805722848786,-0.3216050083066402,-0.7955652071822756,-0.3912658692982989,-0.7098429738272902,0.6852761179796827,0.30373835698294793
25,25.0,-0.39986089456149565,0.5609573831113059,0.6007530129778491,0.7751407918396809,0.5280497928909731,0.8384961944907676,0.034690567990248944
26,26.0,-0.20335943008243862,-0.8132321116916763,-0.03370236759226786,0.271699987173851,-0.754330752433336,0.9703147716585596,0.5108126923062217
27,27.0,-0.662518553441908,0.6755912945569402,-0.9195770350821508,0.5677290937244539,0.8306555234586708,0.2555741046002997,-0.1250577870539733
28,28.0,0.2610892075384581,-0.5498771360173647,0.3073723187248447,0.6287846571759617,0.2574617883209258,0.8146827967413484,0.7706450969999417
29,29.0,-0.8716703008036732,0.18537668594847978,-0.2681427267764567,-0.08026845669752736,-0.017254302580049785,-0.07078126150727515,0.1091099936169806
30,30.0,0.8972622631236482,0.07505380279313956,0.10635823490607454,0.522082235226774,-0.4782364173827509,-0.6594667688518454,0.5828073383663313
31,31.0,-0.2526682125034494,-0.8428004425865094,-0.44962093907586365,0.5307985045095429,0.5200839183258892,-0.925236657154354,-0.33818522661794304
32,32.0,0.7677828106055851,0.3218152868310924,0.7728526568252714,-0.6475078451141671,0.44360922282920345,0.19540525765124417,-0.35206347254460457
33,33.0,-0.6285134184296297,-0.796365389025361,-0.06090103498484267,0.3163175725249885,0.14801047430488778,-0.3965998463031424,-0.6002172593849489
34,34.0,-0.6970818022557224,-0.29115372923398053,-0.7701707036521726,0.24403525851233243,0.21025257606886472,0.5392936732250102,0.6387071505128725
35,35.0,-0.9689655494204719,-0.7388373013864542,-0.3884204487252516,0.5529795179118175,0.45854903635013655,0.9013109117269316,0.8480352543696825
36,36.0,-0.55997454039367,0.2958375607562278,-0.052983180723876755,-0.5573946293078655,-0.3437123340878738,-0.34107048114816796,0.82117422466416
37,37.0,0.45786038879637125,0.6381348879051896,-0.13953588779631976,-0.5460554040004797,-0.7992374582560515,0.6612055788704196,-0.13273260300619483
38,38.0,-0.6408120226953629,0.5068212717016018,-0.29493131630461544,0.4273973663556412,0.24860043331187587,0.8122307688709156,0.12272572747648969
39,39.0,-0.17040472356193592,-0.17405654202265342,0.1866300294415335,-0.11945037947519443,0.8657656244943042,-0.015125588966492964,-0.5556794571372281
40,40.0,0.45260707882460993,0.7795974993675823,0.9884732527538296,0.5395981927764615,-0.012306241318624567,-0.23199351042196614,-0.9312774827247101
41,41.0,0.814165768667056,0.046432043003725054,-0.9936827712909888,-0.5986997168082455,-0.2571925637608339,-0.13316480505762818,-0.32030782753954457
42,42.0,0.3130206726634639,-0.5156449566676948,0.4117325922886159,-0.06892038947821444,-0.9034987707659345,0.4042935669351495,-0.6708366099059757
43,43.0,-0.6762896578076798,0.23439395095626137,0.9198752865737108,0.7817365557888516,0.8725818277091313,-0.7220455357586677,0.7910008740621686
44,44.0,0.2571376079689971,0.9743450090263706,-0.220016300962514,0.1580324595765501,0.8078609897719273,0.5168186817204863,-0.20792498043037555
45,45.0,0.6516005869158741,0.7865038910918534,0.9085921931337357,0.4073748353771669,-0.47369744007272185,0.22920965925342007,-0.12158246943710571
46,46.0,-0.5595418435952535,-0.8388560179336104,0.07688266680924305,0.5967667507473451,0.947983439973995,-0.2922212500816117,0.10226542706998454
47,47.0,0.9809821785384978,0.6801754553841384,0.6215983414152775,0.48512557969341596,-0.245766234850894,0.785777071688595,-0.10054286818304448
48,48.0,-0.7067800887197666,0.9428417752699432,0.8263509108622287,-0.23009985603660477,-0.786042010622652,-0.5837504853307229,0.7722605984778435
49,49.0,-0.5934730505525772,-0.9326998106409965,-0.1112297621542917,0.8594629066916442,0.5214189928313129,0.1930219117069818,-0.9915942343523991
50,50.0,-0.6960823713215312,-0.6649747616849973,-0.6668767353983656,-0.6420719749959312,0.25178174263248043,-0.8146733021395938,0.22260224592127265
51,51.0,0.9747744211513505,0.32638934109400464,0.7287661286619223,0.9193021445106149,0.17643837336843227,0.7493560993853676,-0.14333631654945211
52,52.0,-0.36066219875201155,0.7996273722331539,0.29640701577868955,-0.7690802260912522,-0.5016714013445138,-0.9698518542818577,0.7495533000758248
53,53.0,0.3192284996683139,-0.06385079408223593,0.47228814212790304,-0.9257285345256683,0.4185250465609398,0.01386706245880065,-0.8313985616725617
54,54.0,-0.2955555018368272,0.5625957160977944,0.10792132956017242,-0.7920900264232049,0.8213483485387942,0.3232386149924842,-0.694506124000015
55,55.0,0.6831019499234032,0.4811865624447622,0.14000977094657174,0.753420587142142,-0.6695460644480462,-0.007652922254018479,-0.18673070645790224
56,56.0,-0.04336763316406489,0.864935978537436,0.1052654182466084,-0.10173161293099953,0.5313244523844158,0.3893797079323418,-0.7399004583376705
57,57.0,-0.4065852948232278,0.769042877606527,-0.9826084229097101,0.8788510979564392,0.8203369476236306,0.11911020824003127,0.05270520008254942
58,58.0,-0.25321824831160966,-0.7709033083973025,-0.3456461079715607,-0.6433222980173927,0.46748237348880006,0.44807821220645994,-0.9867032698757423
